TwoStage Config: BETA=0.001, ALPHA=0.5, epochs=150
Loading player data (season 2019-26)...
  170772 rows loaded
  train=136880  val=33892
Loading game outcomes...
Game outcomes loaded: 4,995 games, cols=['gameId', 'home_score', 'away_score', 'home_pace', 'home_poss', 'away_pace', 'away_poss']
  4995 games with outcomes
Building loaders (raw targets)...
  done
  team_dim=256  player_dim=24
--no-resume — starting from epoch 0.
Training two-stage model epochs 0–149
Epoch 136/149 | beta 0.00100 | train recon 0.1336  game_mse 0.0000  kl/dim 0.514 | val recon 0.1589  game_mse nan  kl/dim 0.316
Epoch 137/149 | beta 0.00100 | train recon 0.1348  game_mse 0.0000  kl/dim 0.518 | val recon 0.1584  game_mse nan  kl/dim 0.322
Epoch 138/149 | beta 0.00100 | train recon 0.1335  game_mse 0.0000  kl/dim 0.512 | val recon 0.1596  game_mse nan  kl/dim 0.318
Epoch 139/149 | beta 0.00100 | train recon 0.1316  game_mse 0.0000  kl/dim 0.514 | val recon 0.1597  game_mse nan  kl/dim 0.324
Epoch 140/149 | beta 0.00100 | train recon 0.1335  game_mse 0.0000  kl/dim 0.515 | val recon 0.1590  game_mse nan  kl/dim 0.319
  [diag] P(over|z) std: mean=0.0236  std=0.0130  (target >0.05)
Epoch 141/149 | beta 0.00100 | train recon 0.1322  game_mse 0.0000  kl/dim 0.513 | val recon 0.1604  game_mse nan  kl/dim 0.321
Epoch 142/149 | beta 0.00100 | train recon 0.1313  game_mse 0.0000  kl/dim 0.515 | val recon 0.1588  game_mse nan  kl/dim 0.321
Epoch 143/149 | beta 0.00100 | train recon 0.1325  game_mse 0.0000  kl/dim 0.514 | val recon 0.1596  game_mse nan  kl/dim 0.322
Epoch 144/149 | beta 0.00100 | train recon 0.1334  game_mse 0.0000  kl/dim 0.516 | val recon 0.1597  game_mse nan  kl/dim 0.305
Epoch 145/149 | beta 0.00100 | train recon 0.1327  game_mse 0.0000  kl/dim 0.514 | val recon 0.1607  game_mse nan  kl/dim 0.307
Epoch 146/149 | beta 0.00100 | train recon 0.1340  game_mse 0.0000  kl/dim 0.513 | val recon 0.1607  game_mse nan  kl/dim 0.304
Epoch 147/149 | beta 0.00100 | train recon 0.1323  game_mse 0.0000  kl/dim 0.513 | val recon 0.1603  game_mse nan  kl/dim 0.328
Epoch 148/149 | beta 0.00100 | train recon 0.1319  game_mse 0.0000  kl/dim 0.513 | val recon 0.1594  game_mse nan  kl/dim 0.316
Epoch 149/149 | beta 0.00100 | train recon 0.1310  game_mse 0.0000  kl/dim 0.513 | val recon 0.1604  game_mse nan  kl/dim 0.321

Final P(over|z) std: mean=0.0238  std=0.0130
Two-stage training complete.
